Ward_ID,Ward_Name,Zone,Administrative_Body,Latitude,Longitude,Elevation_m,Drainage_Index_1to10,Month,Season,Forecast_Rainfall_mm,Historical_Rainfall_mm_Reference,Forecast_vs_Historical_Error_Percent,Forecast_Rainfall_Category,Forecast_Issue_Lead_Time_Days,Flood_Risk_Level
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2025-11,Post-Monsoon,27.5,24.5,12.3,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2025-12,Winter,5.3,5.2,0.7,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-01,Winter,13.2,12.8,2.9,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-02,Winter,25,23.3,7.3,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-03,Pre-Monsoon,36.8,34.2,7.7,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-04,Pre-Monsoon,43,42,2.4,Dry,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-05,Pre-Monsoon,107,110.7,-3.4,Moderate,3,Low
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-06,Monsoon,350.1,304.2,15.1,Very Wet,3,Medium
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-07,Monsoon,297.6,298.2,-0.2,Wet,3,Medium
2,Tollygunge,South,KMC,22.5039,88.3423,5,6,2026-08,Monsoon,332,332.9,-0.3,Very Wet,3,Medium
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2025-09,Monsoon (retreating),257.3,277.5,-7.3,Wet,3,Medium
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2025-10,Post-Monsoon,125.2,136,-7.9,Moderate,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2025-11,Post-Monsoon,21.6,21.4,0.5,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2025-12,Winter,5,5.4,-6.3,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-01,Winter,14.3,13,10.5,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-02,Winter,22.3,24.7,-9.9,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-03,Pre-Monsoon,34.9,34,2.8,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-04,Pre-Monsoon,49.8,43.4,14.9,Dry,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-05,Pre-Monsoon,119.3,112.2,6.3,Moderate,3,Low
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-06,Monsoon,319.5,299.8,6.6,Very Wet,3,Medium
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-07,Monsoon,293.7,314.2,-6.5,Wet,3,Medium
3,Jadavpur,South,KMC,22.4994,88.3714,6,6,2026-08,Monsoon,338.4,338.1,0.1,Very Wet,3,Medium
4,Kasba,South East,KMC,22.517,88.3833,3,3,2025-09,Monsoon (retreating),267.8,287.5,-6.9,Wet,3,High
4,Kasba,South East,KMC,22.517,88.3833,3,3,2025-10,Post-Monsoon,136,131,3.8,Moderate,3,Medium
4,Kasba,South East,KMC,22.517,88.3833,3,3,2025-11,Post-Monsoon,25.7,24.1,6.9,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2025-12,Winter,4.9,5.3,-7.1,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-01,Winter,14.3,13.7,4.5,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-02,Winter,24.3,23.3,4.1,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-03,Pre-Monsoon,39.5,36.2,9.1,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-04,Pre-Monsoon,46.5,49.5,-6.2,Dry,3,Low
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-05,Pre-Monsoon,120.7,141.9,-14.9,Moderate,3,Medium
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-06,Monsoon,327.6,325.9,0.5,Very Wet,3,High
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-07,Monsoon,337.6,331.9,1.7,Very Wet,3,High
4,Kasba,South East,KMC,22.517,88.3833,3,3,2026-08,Monsoon,293,349.6,-16.2,Wet,3,High
5,Topsia,East,KMC,22.539,88.39,2,3,2025-09,Monsoon (retreating),265.3,267.7,-0.9,Wet,3,High
5,Topsia,East,KMC,22.539,88.39,2,3,2025-10,Post-Monsoon,120.2,124.9,-3.8,Moderate,3,Medium
5,Topsia,East,KMC,22.539,88.39,2,3,2025-11,Post-Monsoon,24.9,23.2,7.3,Dry,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2025-12,Winter,5.6,5.1,10.1,Dry,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2026-01,Winter,12.8,12.8,-0.5,Dry,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2026-02,Winter,26.2,23.2,13.1,Dry,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2026-03,Pre-Monsoon,34.2,38.6,-11.5,Dry,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2026-04,Pre-Monsoon,50.2,49.4,1.6,Moderate,3,Low
5,Topsia,East,KMC,22.539,88.39,2,3,2026-05,Pre-Monsoon,134,127.3,5.3,Moderate,3,Medium
5,Topsia,East,KMC,22.539,88.39,2,3,2026-06,Monsoon,270.7,274,-1.2,Wet,3,High
5,Topsia,East,KMC,22.539,88.39,2,3,2026-07,Monsoon,334.1,347.8,-3.9,Very Wet,3,High
5,Topsia,East,KMC,22.539,88.39,2,3,2026-08,Monsoon,351.1,327.5,7.2,Very Wet,3,High
6,Beliaghata,East,KMC,22.558,88.395,3,4,2025-09,Monsoon (retreating),251.5,263.3,-4.5,Wet,3,Medium
6,Beliaghata,East,KMC,22.558,88.395,3,4,2025-10,Post-Monsoon,139.5,126.5,10.2,Moderate,3,Medium
6,Beliaghata,East,KMC,22.558,88.395,3,4,2025-11,Post-Monsoon,26.5,24.4,8.8,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2025-12,Winter,5.4,5.2,5.5,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-01,Winter,14.1,13.5,4.8,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-02,Winter,25,22.9,9.3,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-03,Pre-Monsoon,32.5,35,-7.2,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-04,Pre-Monsoon,43.9,47,-6.6,Dry,3,Low
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-05,Pre-Monsoon,120.8,118.5,1.9,Moderate,3,Medium
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-06,Monsoon,274.2,310.2,-11.6,Wet,3,High
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-07,Monsoon,395.3,353.6,11.8,Very Wet,3,High
6,Beliaghata,East,KMC,22.558,88.395,3,4,2026-08,Monsoon,316.1,316.6,-0.1,Very Wet,3,High
7,Park Circus,Central,KMC,22.547,88.369,5,5,2025-09,Monsoon (retreating),311.4,277.4,12.3,Very Wet,3,Medium
7,Park Circus,Central,KMC,22.547,88.369,5,5,2025-10,Post-Monsoon,121.2,119.1,1.8,Moderate,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2025-11,Post-Monsoon,25,24,4,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2025-12,Winter,5.1,4.8,7,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-01,Winter,11.8,12.3,-4.8,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-02,Winter,24.9,24.2,2.7,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-03,Pre-Monsoon,33.4,32.2,3.9,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-04,Pre-Monsoon,38.6,44.7,-13.7,Dry,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-05,Pre-Monsoon,104.2,109.4,-4.8,Moderate,3,Low
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-06,Monsoon,281.8,308.1,-8.5,Wet,3,Medium
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-07,Monsoon,319.8,351.4,-9,Very Wet,3,Medium
7,Park Circus,Central,KMC,22.547,88.369,5,5,2026-08,Monsoon,351.1,312.3,12.4,Very Wet,3,Medium
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2025-09,Monsoon (retreating),349.9,306.8,14,Very Wet,3,High
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2025-10,Post-Monsoon,123.7,134,-7.7,Moderate,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2025-11,Post-Monsoon,18.9,22.6,-16.3,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2025-12,Winter,5.8,5.1,13,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-01,Winter,13.5,13.5,-0.3,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-02,Winter,26.1,25.3,2.9,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-03,Pre-Monsoon,37,34.4,7.6,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-04,Pre-Monsoon,44.1,44.5,-0.9,Dry,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-05,Pre-Monsoon,137.7,137.3,0.3,Moderate,3,Low
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-06,Monsoon,312.1,297.5,4.9,Very Wet,3,Medium
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-07,Monsoon,274.5,336.4,-18.4,Wet,3,Medium
8,BBD Bagh (Esplanade),Central,KMC,22.5697,88.351,4,5,2026-08,Monsoon,342,326.9,4.6,Very Wet,3,Medium
9,Tallah,North,KMC,22.61,88.375,4,4,2025-09,Monsoon (retreating),250.2,270.9,-7.6,Wet,3,Medium
9,Tallah,North,KMC,22.61,88.375,4,4,2025-10,Post-Monsoon,107.4,113.3,-5.2,Moderate,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2025-11,Post-Monsoon,27.2,24.3,11.8,Dry,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2025-12,Winter,4.8,5.2,-8.3,Dry,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-01,Winter,16.1,13.9,15.3,Dry,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-02,Winter,22.5,23.6,-4.7,Dry,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-03,Pre-Monsoon,34.9,35.1,-0.4,Dry,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-04,Pre-Monsoon,50.8,48.8,4,Moderate,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-05,Pre-Monsoon,115.3,110.5,4.3,Moderate,3,Low
9,Tallah,North,KMC,22.61,88.375,4,4,2026-06,Monsoon,233.8,268.8,-13,Wet,3,Medium
9,Tallah,North,KMC,22.61,88.375,4,4,2026-07,Monsoon,308,355.2,-13.3,Very Wet,3,High
9,Tallah,North,KMC,22.61,88.375,4,4,2026-08,Monsoon,309.9,332.8,-6.9,Very Wet,3,High
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2025-09,Monsoon (retreating),253.1,278.3,-9,Wet,3,Medium
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2025-10,Post-Monsoon,119.7,114.4,4.6,Moderate,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2025-11,Post-Monsoon,23.5,23.8,-1.2,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2025-12,Winter,4.6,4.8,-3.9,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-01,Winter,15.2,13,16.6,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-02,Winter,19.3,23.1,-16.3,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-03,Pre-Monsoon,38,33.5,13.4,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-04,Pre-Monsoon,40,39.3,1.9,Dry,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-05,Pre-Monsoon,117.6,121.6,-3.3,Moderate,3,Low
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-06,Monsoon,286,296.9,-3.7,Wet,3,Medium
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-07,Monsoon,320.6,333.4,-3.8,Very Wet,3,Medium
10,Shyambazar,North,KMC,22.5975,88.3717,6,5,2026-08,Monsoon,305.5,312.2,-2.2,Very Wet,3,Medium
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2025-09,Monsoon (retreating),252.7,272.8,-7.4,Wet,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2025-10,Post-Monsoon,123.5,131.7,-6.2,Moderate,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2025-11,Post-Monsoon,24.1,24.2,-0.4,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2025-12,Winter,4.9,4.9,0.9,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-01,Winter,12.5,12,3.8,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-02,Winter,20.8,22.6,-7.9,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-03,Pre-Monsoon,33.3,29.6,12.2,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-04,Pre-Monsoon,42.8,40.2,6.6,Dry,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-05,Pre-Monsoon,130.4,115,13.4,Moderate,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-06,Monsoon,222.2,283.4,-21.6,Wet,3,Low
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-07,Monsoon,395.9,363.2,9,Very Wet,3,Medium
11,Dum Dum,North,KMC,22.642,88.4197,7,6,2026-08,Monsoon,318.7,318.3,0.1,Very Wet,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2025-09,Monsoon (retreating),248.4,259.7,-4.4,Wet,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2025-10,Post-Monsoon,120.3,122.8,-2,Moderate,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2025-11,Post-Monsoon,21.5,25.8,-16.6,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2025-12,Winter,4.3,4.8,-8.9,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-01,Winter,12.3,13.6,-9,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-02,Winter,24.5,25,-1.9,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-03,Pre-Monsoon,36.3,33.3,9.3,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-04,Pre-Monsoon,46.3,45.1,2.6,Dry,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-05,Pre-Monsoon,127,117.2,8.4,Moderate,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-06,Monsoon,276.3,307.8,-10.2,Wet,3,Low
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-07,Monsoon,338.6,341.3,-0.8,Very Wet,3,Medium
12,Salt Lake (Sector V),East,Bidhannagar Municipal Corporation,22.585,88.42,5,8,2026-08,Monsoon,351.8,348.6,0.9,Very Wet,3,Medium
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2025-09,Monsoon (retreating),232.9,269.9,-13.7,Wet,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2025-10,Post-Monsoon,119,118.8,0.1,Moderate,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2025-11,Post-Monsoon,22,23.9,-7.8,Dry,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2025-12,Winter,5.2,5.1,2,Dry,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-01,Winter,10.2,11.4,-10.2,Dry,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-02,Winter,22.9,22.6,1.5,Dry,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-03,Pre-Monsoon,28.2,31.6,-10.8,Dry,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-04,Pre-Monsoon,54.5,52.5,3.9,Moderate,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-05,Pre-Monsoon,116.2,115.1,1,Moderate,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-06,Monsoon,279.4,280.2,-0.3,Wet,3,Low
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-07,Monsoon,330.5,346,-4.5,Very Wet,3,Medium
13,Rajarhat New Town,East,New Town Kolkata Development Authority (NKDA),22.62,88.47,6,7,2026-08,Monsoon,274.8,291.7,-5.8,Wet,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2025-09,Monsoon (retreating),253.8,284.1,-10.7,Wet,3,High
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2025-10,Post-Monsoon,144.8,135.8,6.7,Moderate,3,Medium
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2025-11,Post-Monsoon,26.2,25.7,1.7,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2025-12,Winter,5.5,5.6,-0.3,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-01,Winter,13.8,14.3,-4.1,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-02,Winter,25.1,24.6,1.8,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-03,Pre-Monsoon,33.9,35.1,-3.5,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-04,Pre-Monsoon,44.7,43.8,2.1,Dry,3,Low
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-05,Pre-Monsoon,136.3,122.5,11.3,Moderate,3,Medium
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-06,Monsoon,380.1,337.4,12.6,Very Wet,3,High
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-07,Monsoon,300,323.8,-7.3,Wet,3,High
14,Garden Reach,South West,KMC,22.533,88.307,2,3,2026-08,Monsoon,389.5,346.5,12.4,Very Wet,3,High
15,Alipore,South,KMC,22.535,88.33,8,7,2025-09,Monsoon (retreating),270,256.1,5.4,Wet,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2025-10,Post-Monsoon,122.7,120,2.3,Moderate,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2025-11,Post-Monsoon,21.1,22.1,-4.4,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2025-12,Winter,4.3,4.6,-6.7,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-01,Winter,11,12.6,-12.1,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-02,Winter,22.9,22.4,2.3,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-03,Pre-Monsoon,30.1,32.1,-6.4,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-04,Pre-Monsoon,46.6,48.7,-4.1,Dry,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-05,Pre-Monsoon,127.4,133.1,-4.2,Moderate,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-06,Monsoon,329.8,315.1,4.7,Very Wet,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-07,Monsoon,351.4,337.7,4.1,Very Wet,3,Low
15,Alipore,South,KMC,22.535,88.33,8,7,2026-08,Monsoon,320.1,324.4,-1.3,Very Wet,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2025-09,Monsoon (retreating),262.3,270.8,-3.1,Wet,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2025-10,Post-Monsoon,107.4,120.5,-10.9,Moderate,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2025-11,Post-Monsoon,23.6,23.2,1.8,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2025-12,Winter,5.3,5,4.9,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-01,Winter,12.5,13.6,-8.2,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-02,Winter,20.5,21.5,-4.5,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-03,Pre-Monsoon,37.2,32.4,15,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-04,Pre-Monsoon,40.4,43.9,-8.2,Dry,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-05,Pre-Monsoon,117.7,110,7,Moderate,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-06,Monsoon,240.4,273.8,-12.2,Wet,3,Low
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-07,Monsoon,336.4,327.1,2.8,Very Wet,3,Medium
16,Ballygunge,South Central,KMC,22.528,88.366,6,7,2026-08,Monsoon,353.1,343.7,2.7,Very Wet,3,Medium
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2025-09,Monsoon (retreating),309.1,279.4,10.6,Very Wet,3,Medium
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2025-10,Post-Monsoon,125.4,132.5,-5.4,Moderate,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2025-11,Post-Monsoon,22.9,24.2,-5.4,Dry,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2025-12,Winter,4.3,4.4,-3.6,Dry,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-01,Winter,14.1,13.6,3.4,Dry,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-02,Winter,25,22.3,12,Dry,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-03,Pre-Monsoon,28.8,34.4,-16.3,Dry,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-04,Pre-Monsoon,51.7,45.2,14.4,Moderate,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-05,Pre-Monsoon,140.9,131.2,7.4,Moderate,3,Low
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-06,Monsoon,325.8,304,7.2,Very Wet,3,Medium
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-07,Monsoon,369.4,363.6,1.6,Very Wet,3,Medium
17,Maniktala,North Central,KMC,22.585,88.38,5,5,2026-08,Monsoon,313.6,330.9,-5.2,Very Wet,3,Medium
18,Entally,Central East,KMC,22.562,88.37,4,4,2025-09,Monsoon (retreating),268.7,281.6,-4.6,Wet,3,Medium
18,Entally,Central East,KMC,22.562,88.37,4,4,2025-10,Post-Monsoon,127.5,127.1,0.3,Moderate,3,Medium
18,Entally,Central East,KMC,22.562,88.37,4,4,2025-11,Post-Monsoon,20.8,24,-13.3,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2025-12,Winter,5,5.6,-9.8,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-01,Winter,14,14.5,-3.7,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-02,Winter,27,25.7,5.2,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-03,Pre-Monsoon,34.3,33.2,3.2,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-04,Pre-Monsoon,44.7,44.8,-0.2,Dry,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-05,Pre-Monsoon,99.2,128.5,-22.8,Moderate,3,Low
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-06,Monsoon,252.1,281.2,-10.4,Wet,3,Medium
18,Entally,Central East,KMC,22.562,88.37,4,4,2026-07,Monsoon,354.1,341.1,3.8,Very Wet,3,High
